,Unnamed: 0,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
566,566,Barisal,1995,9,34.7,25.1,208.0,87.0,0.8,6.1,3.5,41950,536809.8,510151.9,22.7,90.36,4,1995.09
631,631,Barisal,1995,10,34.0,23.9,156.0,84.0,0.1,3.5,6.6,41950,536809.8,510151.9,22.7,90.36,4,1995.1
696,696,Barisal,1995,11,33.2,19.5,153.0,81.0,0.4,3.1,6.4,41950,536809.8,510151.9,22.7,90.36,4,1995.11
761,761,Barisal,1995,12,29.5,13.2,0.0,71.0,0.1,0.2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1995.12
47,47,Barisal,1996,1,29.4,12.4,0.0,80.0,0.2,0.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,1996.01
112,112,Barisal,1996,2,31.5,15.0,20.0,76.0,0.4,1.6,8.7,41950,536809.8,510151.9,22.7,90.36,4,1996.02
177,177,Barisal,1996,3,35.2,22.3,12.0,77.0,1.2,2.7,8.0,41950,536809.8,510151.9,22.7,90.36,4,1996.03
242,242,Barisal,1996,4,36.6,23.5,131.0,82.0,1.2,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,1996.04
307,307,Barisal,1996,5,36.6,25.3,94.0,84.0,2.3,4.7,7.5,41950,536809.8,510151.9,22.7,90.36,4,1996.05
372,372,Barisal,1996,6,35.5,25.2,449.0,87.0,1.8,5.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1996.06
437,437,Barisal,1996,7,35.0,25.7,307.0,88.0,1.6,5.9,3.3,41950,536809.8,510151.9,22.7,90.36,4,1996.07
502,502,Barisal,1996,8,34.4,25.3,322.0,91.0,1.0,6.0,2.6,41950,536809.8,510151.9,22.7,90.36,4,1996.08
567,567,Barisal,1996,9,37.8,25.3,202.0,88.0,0.3,5.3,4.4,41950,536809.8,510151.9,22.7,90.36,4,1996.09
632,632,Barisal,1996,10,35.4,23.0,270.0,86.0,0.5,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1996.1
697,697,Barisal,1996,11,33.6,18.3,4.0,84.0,0.1,1.4,8.3,41950,536809.8,510151.9,22.7,90.36,4,1996.11
762,762,Barisal,1996,12,30.2,13.4,1.0,81.0,0.1,1.6,6.2,41950,536809.8,510151.9,22.7,90.36,4,1996.12
48,48,Barisal,1997,1,28.2,10.7,1.0,79.0,0.3,1.1,7.5,41950,536809.8,510151.9,22.7,90.36,4,1997.01
113,113,Barisal,1997,2,31.4,14.6,30.0,79.0,0.5,1.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1997.02
178,178,Barisal,1997,3,35.0,21.1,79.0,81.0,0.9,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1997.03
243,243,Barisal,1997,4,35.2,20.7,203.0,84.0,1.1,4.6,7.4,41950,536809.8,510151.9,22.7,90.36,4,1997.04
308,308,Barisal,1997,5,35.6,24.2,235.0,84.0,1.6,5.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,1997.05
373,373,Barisal,1997,6,35.4,25.3,205.0,86.0,2.1,6.4,4.6,41950,536809.8,510151.9,22.7,90.36,4,1997.06
438,438,Barisal,1997,7,33.7,25.4,406.0,91.0,1.6,6.9,3.1,41950,536809.8,510151.9,22.7,90.36,4,1997.07
503,503,Barisal,1997,8,35.6,25.8,191.0,89.0,1.4,6.4,4.4,41950,536809.8,510151.9,22.7,90.36,4,1997.08
568,568,Barisal,1997,9,34.0,24.6,378.0,91.0,0.7,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,1997.09
633,633,Barisal,1997,10,34.6,22.0,7.0,84.0,0.1,2.1,8.5,41950,536809.8,510151.9,22.7,90.36,4,1997.1
698,698,Barisal,1997,11,33.6,18.9,11.0,85.0,0.2,2.0,7.3,41950,536809.8,510151.9,22.7,90.36,4,1997.11
763,763,Barisal,1997,12,29.6,13.4,12.0,89.0,0.4,2.1,4.2,41950,536809.8,510151.9,22.7,90.36,4,1997.12
49,49,Barisal,1998,1,29.0,11.8,148.0,88.0,0.7,2.4,5.5,41950,536809.8,510151.9,22.7,90.36,4,1998.01
114,114,Barisal,1998,2,31.5,15.4,54.0,79.0,0.5,2.0,7.2,41950,536809.8,510151.9,22.7,90.36,4,1998.02
179,179,Barisal,1998,3,34.5,17.9,273.0,75.0,0.9,2.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.03
244,244,Barisal,1998,4,35.6,22.5,251.0,81.0,1.4,3.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.04
309,309,Barisal,1998,5,36.5,24.5,179.0,84.0,1.4,5.2,4.7,41950,536809.8,510151.9,22.7,90.36,4,1998.05
374,374,Barisal,1998,6,35.5,25.8,208.0,86.0,2.3,5.7,3.1,41950,536809.8,510151.9,22.7,90.36,4,1998.06
439,439,Barisal,1998,7,34.5,25.1,616.0,92.0,1.7,6.8,1.9,41950,536809.8,510151.9,22.7,90.36,4,1998.07
504,504,Barisal,1998,8,34.5,25.2,516.0,91.0,1.1,6.3,2.8,41950,536809.8,510151.9,22.7,90.36,4,1998.08
569,569,Barisal,1998,9,35.6,25.2,254.0,89.0,0.6,5.5,4.1,41950,536809.8,510151.9,22.7,90.36,4,1998.09
634,634,Barisal,1998,10,35.6,24.8,89.0,87.0,0.4,3.7,6.1,41950,536809.8,510151.9,22.7,90.36,4,1998.1
699,699,Barisal,1998,11,33.5,20.9,270.0,85.0,0.3,2.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,1998.11
764,764,Barisal,1998,12,31.5,14.5,0.0,83.0,0.2,0.3,8.7,41950,536809.8,510151.9,22.7,90.36,4,1998.12
50,50,Barisal,1999,1,30.0,12.1,0.0,82.0,0.5,0.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1999.01
115,115,Barisal,1999,2,34.8,15.1,0.0,78.0,0.7,1.1,7.8,41950,536809.8,510151.9,22.7,90.36,4,1999.02
180,180,Barisal,1999,3,38.0,20.5,0.0,74.0,1.1,1.8,5.9,41950,536809.8,510151.9,22.7,90.36,4,1999.03
245,245,Barisal,1999,4,36.6,24.9,20.0,79.0,1.9,3.4,7.6,41950,536809.8,510151.9,22.7,90.36,4,1999.04
310,310,Barisal,1999,5,35.7,25.0,212.0,86.0,2.2,5.7,3.8,41950,536809.8,510151.9,22.7,90.36,4,1999.05
375,375,Barisal,1999,6,36.7,25.4,260.0,88.0,1.9,6.6,3.1,41950,536809.8,510151.9,22.7,90.36,4,1999.06
440,440,Barisal,1999,7,34.0,25.1,527.0,91.0,1.6,7.0,2.9,41950,536809.8,510151.9,22.7,90.36,4,1999.07
505,505,Barisal,1999,8,34.0,25.4,404.0,91.0,1.4,7.1,2.6,41950,536809.8,510151.9,22.7,90.36,4,1999.08
570,570,Barisal,1999,9,35.5,25.2,301.0,89.0,1.0,6.6,3.7,41950,536809.8,510151.9,22.7,90.36,4,1999.09
635,635,Barisal,1999,10,34.0,24.1,228.0,89.0,0.6,5.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1999.1
700,700,Barisal,1999,11,33.5,18.8,1.0,82.0,0.1,1.2,8.7,41950,536809.8,510151.9,22.7,90.36,4,1999.11
765,765,Barisal,1999,12,29.8,13.9,2.0,82.0,0.1,0.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,1999.12
51,51,Barisal,2000,1,30.0,12.4,0.0,81.0,0.4,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2000.01
116,116,Barisal,2000,2,29.2,14.3,16.0,78.0,0.4,3.8,6.6,41950,536809.8,510151.9,22.7,90.36,4,2000.02
181,181,Barisal,2000,3,34.6,19.8,50.0,77.0,1.1,3.1,6.3,41950,536809.8,510151.9,22.7,90.36,4,2000.03
246,246,Barisal,2000,4,35.3,23.2,135.0,80.0,2.4,4.3,5.5,41950,536809.8,510151.9,22.7,90.36,4,2000.04
311,311,Barisal,2000,5,36.3,24.3,246.0,83.0,1.3,6.0,4.4,41950,536809.8,510151.9,22.7,90.36,4,2000.05
376,376,Barisal,2000,6,34.8,25.0,282.0,90.0,1.6,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,2000.06
441,441,Barisal,2000,7,35.2,25.2,389.0,88.0,1.7,6.4,3.8,41950,536809.8,510151.9,22.7,90.36,4,2000.07
506,506,Barisal,2000,8,34.5,25.7,203.0,87.0,1.5,6.6,3.6,41950,536809.8,510151.9,22.7,90.36,4,2000.08
571,571,Barisal,2000,9,34.2,24.8,245.0,89.0,0.8,5.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,2000.09
636,636,Barisal,2000,10,34.8,24.1,171.0,89.0,0.4,3.9,6.4,41950,536809.8,510151.9,22.7,90.36,4,2000.1
701,701,Barisal,2000,11,33.0,19.2,10.0,87.0,0.1,1.1,8.7,41950,536809.8,510151.9,22.7,90.36,4,2000.11
766,766,Barisal,2000,12,28.8,12.9,0.0,82.0,0.1,0.2,9.4,41950,536809.8,510151.9,22.7,90.36,4,2000.12
52,52,Barisal,2001,1,29.5,10.1,0.0,81.0,0.1,0.3,8.9,41950,536809.8,510151.9,22.7,90.36,4,2001.01
117,117,Barisal,2001,2,32.1,14.9,17.0,79.0,0.6,1.4,8.6,41950,536809.8,510151.9,22.7,90.36,4,2001.02
182,182,Barisal,2001,3,35.6,19.0,4.0,75.0,0.5,2.0,8.0,41950,536809.8,510151.9,22.7,90.36,4,2001.03
247,247,Barisal,2001,4,37.6,23.6,16.0,77.0,1.5,3.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,2001.04
312,312,Barisal,2001,5,35.6,23.7,282.0,87.0,1.3,5.3,5.0,41950,536809.8,510151.9,22.7,90.36,4,2001.05
377,377,Barisal,2001,6,34.5,25.0,641.0,94.0,1.6,7.3,1.9,41950,536809.8,510151.9,22.7,90.36,4,2001.06
442,442,Barisal,2001,7,33.0,25.3,556.0,91.0,2.0,7.1,3.8,41950,536809.8,510151.9,22.7,90.36,4,2001.07
507,507,Barisal,2001,8,33.7,26.0,191.0,87.0,1.3,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2001.08
572,572,Barisal,2001,9,34.5,25.2,151.0,89.0,0.7,5.5,4.2,41950,536809.8,510151.9,22.7,90.36,4,2001.09
637,637,Barisal,2001,10,35.0,24.0,305.0,89.0,0.3,4.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2001.1
702,702,Barisal,2001,11,32.0,20.5,67.0,89.0,0.1,3.0,6.6,41950,536809.8,510151.9,22.7,90.36,4,2001.11
767,767,Barisal,2001,12,29.8,13.3,0.0,86.0,0.1,0.8,7.6,41950,536809.8,510151.9,22.7,90.36,4,2001.12
53,53,Barisal,2002,1,29.0,13.0,19.0,85.0,0.1,1.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2002.01
118,118,Barisal,2002,2,34.0,14.2,0.0,77.0,0.3,0.7,9.4,41950,536809.8,510151.9,22.7,90.36,4,2002.02
183,183,Barisal,2002,3,36.0,19.8,36.0,72.0,0.6,2.3,8.0,41950,536809.8,510151.9,22.7,90.36,4,2002.03
248,248,Barisal,2002,4,34.4,22.8,101.0,80.0,1.8,4.8,8.6,41950,536809.8,510151.9,22.7,90.36,4,2002.04
313,313,Barisal,2002,5,35.4,24.1,324.0,83.0,1.9,5.9,7.2,41950,536809.8,510151.9,22.7,90.36,4,2002.05
378,378,Barisal,2002,6,35.4,25.6,541.0,89.0,1.3,6.7,3.5,41950,536809.8,510151.9,22.7,90.36,4,2002.06
443,443,Barisal,2002,7,34.5,25.9,716.0,90.0,1.1,7.3,2.7,41950,536809.8,510151.9,22.7,90.36,4,2002.07
508,508,Barisal,2002,8,34.0,26.0,272.0,89.0,1.0,6.4,5.0,41950,536809.8,510151.9,22.7,90.36,4,2002.08
573,573,Barisal,2002,9,35.0,25.5,315.0,92.0,0.5,5.7,4.8,41950,536809.8,510151.9,22.7,90.36,4,2002.09
638,638,Barisal,2002,10,34.2,23.6,53.0,88.0,0.1,3.4,7.6,41950,536809.8,510151.9,22.7,90.36,4,2002.1
703,703,Barisal,2002,11,33.0,19.8,92.0,85.0,0.2,3.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,2002.11
768,768,Barisal,2002,12,30.0,14.7,0.0,83.0,0.1,0.3,8.2,41950,536809.8,510151.9,22.7,90.36,4,2002.12
54,54,Barisal,2003,1,28.6,11.1,0.0,81.0,0.2,1.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.01
119,119,Barisal,2003,2,31.5,16.1,4.0,75.0,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,2003.02
184,184,Barisal,2003,3,34.8,19.5,117.0,77.0,0.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,2003.03
249,249,Barisal,2003,4,35.6,24.8,104.0,85.0,1.9,4.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,2003.04
314,314,Barisal,2003,5,35.4,26.0,85.0,86.0,1.6,5.1,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.05
379,379,Barisal,2003,6,36.5,25.7,521.0,92.0,1.9,7.0,2.7,41950,536809.8,510151.9,22.7,90.36,4,2003.06
444,444,Barisal,2003,7,34.2,26.5,243.0,92.0,1.5,6.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,2003.07
509,509,Barisal,2003,8,34.2,26.7,186.0,87.0,1.2,6.2,5.8,41950,536809.8,510151.9,22.7,90.36,4,2003.08
574,574,Barisal,2003,9,34.3,26.1,206.0,88.0,0.5,5.6,4.7,41950,536809.8,510151.9,22.7,90.36,4,2003.09
639,639,Barisal,2003,10,34.2,24.8,301.0,89.0,0.2,4.6,5.8,41950,536809.8,510151.9,22.7,90.36,4,2003.1
704,704,Barisal,2003,11,32.5,18.1,0.0,83.0,0.0,0.4,8.7,41950,536809.8,510151.9,22.7,90.36,4,2003.11
769,769,Barisal,2003,12,29.5,14.7,28.0,84.0,0.0,1.7,6.2,41950,536809.8,510151.9,22.7,90.36,4,2003.12
55,55,Barisal,2004,1,29.0,13.0,0.0,82.0,0.2,2.3,6.0,41950,536809.8,510151.9,22.7,90.36,4,2004.01
120,120,Barisal,2004,2,33.1,15.2,0.0,77.0,0.4,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2004.02
185,185,Barisal,2004,3,36.4,21.8,11.0,76.0,1.2,3.0,7.5,41950,536809.8,510151.9,22.7,90.36,4,2004.03
250,250,Barisal,2004,4,34.4,24.3,87.0,80.0,2.5,5.1,7.0,41950,536809.8,510151.9,22.7,90.36,4,2004.04
315,315,Barisal,2004,5,36.8,25.8,126.0,78.0,1.6,4.2,7.2,41950,536809.8,510151.9,22.7,90.36,4,2004.05
380,380,Barisal,2004,6,35.8,25.6,316.0,87.0,0.8,6.0,2.5,41950,536809.8,510151.9,22.7,90.36,4,2004.06
445,445,Barisal,2004,7,33.8,25.9,241.0,87.0,1.6,6.9,3.5,41950,536809.8,510151.9,22.7,90.36,4,2004.07
510,510,Barisal,2004,8,33.4,26.1,478.0,90.0,1.4,6.7,4.0,41950,536809.8,510151.9,22.7,90.36,4,2004.08
575,575,Barisal,2004,9,34.2,25.5,1067.0,91.0,0.8,6.4,3.7,41950,536809.8,510151.9,22.7,90.36,4,2004.09
640,640,Barisal,2004,10,33.6,23.3,203.0,89.0,0.3,2.8,7.4,41950,536809.8,510151.9,22.7,90.36,4,2004.1
705,705,Barisal,2004,11,30.8,18.1,0.0,89.0,0.1,0.6,7.7,41950,536809.8,510151.9,22.7,90.36,4,2004.11
770,770,Barisal,2004,12,29.5,14.9,0.0,87.0,0.0,0.5,6.9,41950,536809.8,510151.9,22.7,90.36,4,2004.12
56,56,Barisal,2005,1,29.5,12.5,11.0,87.0,0.4,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,2005.01
121,121,Barisal,2005,2,33.6,16.9,0.0,78.0,0.7,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,2005.02
186,186,Barisal,2005,3,36.0,22.1,138.0,83.0,0.9,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2005.03
251,251,Barisal,2005,4,36.5,24.6,26.0,80.0,0.8,3.7,9.1,41950,536809.8,510151.9,22.7,90.36,4,2005.04
316,316,Barisal,2005,5,36.0,25.4,85.0,83.0,1.3,4.8,8.0,41950,536809.8,510151.9,22.7,90.36,4,2005.05
381,381,Barisal,2005,6,36.5,27.1,326.0,88.0,0.9,6.1,4.4,41950,536809.8,510151.9,22.7,90.36,4,2005.06
446,446,Barisal,2005,7,33.2,25.9,463.0,93.0,1.3,6.6,4.5,41950,536809.8,510151.9,22.7,90.36,4,2005.07
511,511,Barisal,2005,8,35.5,26.2,302.0,93.0,0.9,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,2005.08
576,576,Barisal,2005,9,35.2,26.0,174.0,89.0,0.8,6.0,4.2,41950,536809.8,510151.9,22.7,90.36,4,2005.09
641,641,Barisal,2005,10,35.0,24.3,415.0,89.0,0.5,4.9,5.3,41950,536809.8,510151.9,22.7,90.36,4,2005.1
706,706,Barisal,2005,11,32.0,18.4,0.0,85.0,0.3,1.6,7.9,41950,536809.8,510151.9,22.7,90.36,4,2005.11
771,771,Barisal,2005,12,30.0,14.0,3.0,84.0,0.4,1.6,7.8,41950,536809.8,510151.9,22.7,90.36,4,2005.12
57,57,Barisal,2006,1,29.6,12.1,0.0,81.0,0.5,0.9,7.7,41950,536809.8,510151.9,22.7,90.36,4,2006.01
122,122,Barisal,2006,2,35.6,18.4,0.0,80.0,0.8,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,2006.02
187,187,Barisal,2006,3,37.5,21.0,4.0,77.0,0.6,2.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2006.03
252,252,Barisal,2006,4,36.6,24.1,41.0,81.0,1.5,3.8,7.4,41950,536809.8,510151.9,22.7,90.36,4,2006.04
317,317,Barisal,2006,5,36.2,25.4,274.0,83.0,1.3,4.8,6.0,41950,536809.8,510151.9,22.7,90.36,4,2006.05
382,382,Barisal,2006,6,36.5,26.6,352.0,89.0,1.3,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,2006.06
447,447,Barisal,2006,7,33.5,26.2,384.0,91.0,1.4,6.8,3.8,41950,536809.8,510151.9,22.7,90.36,4,2006.07
512,512,Barisal,2006,8,33.7,25.9,378.0,89.0,1.6,6.8,4.4,41950,536809.8,510151.9,22.7,90.36,4,2006.08
577,577,Barisal,2006,9,35.0,25.9,522.0,89.0,0.9,5.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,2006.09
642,642,Barisal,2006,10,34.8,24.4,41.0,88.0,0.1,4.0,6.0,41950,536809.8,510151.9,22.7,90.36,4,2006.1
707,707,Barisal,2006,11,32.9,19.4,2.0,84.0,0.1,2.6,6.9,41950,536809.8,510151.9,22.7,90.36,4,2006.11
772,772,Barisal,2006,12,29.8,13.9,0.0,83.0,0.1,0.4,7.9,41950,536809.8,510151.9,22.7,90.36,4,2006.12
58,58,Barisal,2007,1,29.4,11.2,0.0,81.0,0.2,0.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2007.01
123,123,Barisal,2007,2,31.2,16.0,72.0,81.0,0.4,2.0,6.9,41950,536809.8,510151.9,22.7,90.36,4,2007.02
188,188,Barisal,2007,3,35.5,18.4,33.0,71.0,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,2007.03
253,253,Barisal,2007,4,35.2,23.8,50.0,79.0,1.6,3.7,6.8,41950,536809.8,510151.9,22.7,90.36,4,2007.04
318,318,Barisal,2007,5,37.0,25.7,146.0,82.0,1.0,4.1,7.4,41950,536809.8,510151.9,22.7,90.36,4,2007.05
383,383,Barisal,2007,6,35.0,26.3,471.0,88.0,1.2,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,2007.06
448,448,Barisal,2007,7,33.5,25.9,560.0,91.0,1.2,6.9,2.2,41950,536809.8,510151.9,22.7,90.36,4,2007.07
513,513,Barisal,2007,8,35.0,26.4,218.0,88.0,0.9,6.3,4.5,41950,536809.8,510151.9,22.7,90.36,4,2007.08
578,578,Barisal,2007,9,34.8,25.8,326.0,91.0,0.9,6.5,3.4,41950,536809.8,510151.9,22.7,90.36,4,2007.09
643,643,Barisal,2007,10,35.5,23.6,357.0,88.0,0.4,3.8,6.6,41950,536809.8,510151.9,22.7,90.36,4,2007.1
708,708,Barisal,2007,11,31.6,20.2,95.0,85.0,0.6,2.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,2007.11
773,773,Barisal,2007,12,28.8,13.9,0.0,81.0,0.3,0.9,5.4,41950,536809.8,510151.9,22.7,90.36,4,2007.12
59,59,Barisal,2008,1,30.0,13.2,41.0,81.0,0.4,1.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2008.01
124,124,Barisal,2008,2,30.0,14.2,24.0,77.0,0.6,1.3,7.6,41950,536809.8,510151.9,22.7,90.36,4,2008.02
189,189,Barisal,2008,3,35.0,21.9,22.0,78.0,1.0,3.6,6.9,41950,536809.8,510151.9,22.7,90.36,4,2008.03
254,254,Barisal,2008,4,37.2,24.0,16.0,80.0,1.4,2.8,8.8,41950,536809.8,510151.9,22.7,90.36,4,2008.04
319,319,Barisal,2008,5,36.8,25.4,64.0,81.0,1.1,4.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2008.05
384,384,Barisal,2008,6,35.5,26.0,239.0,89.0,1.3,6.6,2.9,41950,536809.8,510151.9,22.7,90.36,4,2008.06
449,449,Barisal,2008,7,33.4,25.9,550.0,90.0,1.1,7.1,2.8,41950,536809.8,510151.9,22.7,90.36,4,2008.07
514,514,Barisal,2008,8,33.5,26.1,357.0,88.0,0.9,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,2008.08
579,579,Barisal,2008,9,34.5,25.8,210.0,88.0,0.8,5.5,5.0,41950,536809.8,510151.9,22.7,90.36,4,2008.09
644,644,Barisal,2008,10,34.5,23.5,341.0,87.0,0.4,3.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,2008.1
709,709,Barisal,2008,11,32.4,18.4,0.0,83.0,0.1,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,2008.11
774,774,Barisal,2008,12,29.7,15.4,0.0,87.0,0.1,0.9,6.2,41950,536809.8,510151.9,22.7,90.36,4,2008.12
60,60,Barisal,2009,1,29.0,13.6,0.0,82.0,1.7,0.5,6.8,41950,536809.8,510151.9,22.7,90.36,4,2009.01
125,125,Barisal,2009,2,33.6,16.0,20.0,75.0,3.1,0.8,8.5,41950,536809.8,510151.9,22.7,90.36,4,2009.02
190,190,Barisal,2009,3,35.0,21.1,13.0,77.0,2.3,2.8,7.5,41950,536809.8,510151.9,22.7,90.36,4,2009.03
255,255,Barisal,2009,4,37.0,25.1,112.0,78.0,3.9,2.8,8.8,41950,536809.8,510151.9,22.7,90.36,4,2009.04
320,320,Barisal,2009,5,36.0,25.6,133.0,79.0,4.0,4.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2009.05
385,385,Barisal,2009,6,37.0,27.0,139.0,82.0,3.5,5.3,6.1,41950,536809.8,510151.9,22.7,90.36,4,2009.06
450,450,Barisal,2009,7,34.5,26.2,542.0,89.0,3.1,6.7,3.7,41950,536809.8,510151.9,22.7,90.36,4,2009.07
515,515,Barisal,2009,8,35.5,26.1,518.0,89.0,2.0,6.6,4.0,41950,536809.8,510151.9,22.7,90.36,4,2009.08
580,580,Barisal,2009,9,35.4,26.1,168.0,87.0,1.8,5.3,5.3,41950,536809.8,510151.9,22.7,90.36,4,2009.09
645,645,Barisal,2009,10,34.2,23.3,162.0,87.0,0.8,3.2,7.1,41950,536809.8,510151.9,22.7,90.36,4,2009.1
710,710,Barisal,2009,11,34.0,19.3,13.0,83.0,0.4,2.1,7.7,41950,536809.8,510151.9,22.7,90.36,4,2009.11
775,775,Barisal,2009,12,29.5,13.1,0.0,82.0,0.6,0.5,7.0,41950,536809.8,510151.9,22.7,90.36,4,2009.12
61,61,Barisal,2010,1,28.9,10.8,0.0,81.0,1.9,1.0,7.1,41950,536809.8,510151.9,22.7,90.36,4,2010.01
126,126,Barisal,2010,2,32.6,15.6,1.0,75.0,1.7,1.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,2010.02
191,191,Barisal,2010,3,36.9,22.9,1.0,73.0,3.1,2.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,2010.03
256,256,Barisal,2010,4,37.2,26.5,10.0,77.0,5.1,4.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,2010.04
321,321,Barisal,2010,5,36.3,25.8,212.0,81.0,3.8,5.6,6.7,41950,536809.8,510151.9,22.7,90.36,4,2010.05
386,386,Barisal,2010,6,35.1,26.4,481.0,88.0,2.7,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2010.06
451,451,Barisal,2010,7,34.0,26.7,251.0,87.0,2.0,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2010.07
516,516,Barisal,2010,8,35.5,26.8,156.0,87.0,1.5,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2010.08
581,581,Barisal,2010,9,33.8,26.2,184.0,88.0,1.2,5.2,5.1,41950,536809.8,510151.9,22.7,90.36,4,2010.09
646,646,Barisal,2010,10,35.6,25.0,275.0,86.0,0.5,3.9,7.0,41950,536809.8,510151.9,22.7,90.36,4,2010.1
711,711,Barisal,2010,11,33.0,20.5,64.0,85.0,0.0,1.4,6.9,41950,536809.8,510151.9,22.7,90.36,4,2010.11
776,776,Barisal,2010,12,30.3,13.5,27.0,82.0,0.4,1.4,6.2,41950,536809.8,510151.9,22.7,90.36,4,2010.12
62,62,Barisal,2011,1,29.0,10.9,0.0,79.0,1.0,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4,2011.01
127,127,Barisal,2011,2,31.5,15.3,0.0,73.0,2.0,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2011.02
192,192,Barisal,2011,3,35.5,20.1,34.0,72.0,3.2,2.5,8.0,41950,536809.8,510151.9,22.7,90.36,4,2011.03
257,257,Barisal,2011,4,35.7,23.0,105.0,79.0,1.7,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2011.04
322,322,Barisal,2011,5,36.2,25.2,153.0,82.0,2.7,4.8,7.3,41950,536809.8,510151.9,22.7,90.36,4,2011.05
387,387,Barisal,2011,6,35.6,26.3,481.0,88.0,3.5,6.3,3.6,41950,536809.8,510151.9,22.7,90.36,4,2011.06
452,452,Barisal,2011,7,35.0,26.4,314.0,87.0,3.0,5.9,4.8,41950,536809.8,510151.9,22.7,90.36,4,2011.07
517,517,Barisal,2011,8,35.6,25.9,428.0,90.0,2.9,6.5,3.4,41950,536809.8,510151.9,22.7,90.36,4,2011.08
582,582,Barisal,2011,9,35.5,25.9,337.0,89.0,2.9,5.8,4.2,41950,536809.8,510151.9,22.7,90.36,4,2011.09
647,647,Barisal,2011,10,35.0,24.5,56.0,85.0,0.3,2.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2011.1
712,712,Barisal,2011,11,32.5,18.4,1.0,83.0,0.2,0.6,7.7,41950,536809.8,510151.9,22.7,90.36,4,2011.11
777,777,Barisal,2011,12,30.6,14.3,0.0,84.0,1.2,2.4,5.6,41950,536809.8,510151.9,22.7,90.36,4,2011.12
63,63,Barisal,2012,1,28.8,13.0,31.0,82.0,1.9,2.0,5.4,41950,536809.8,510151.9,22.7,90.36,4,2012.01
128,128,Barisal,2012,2,34.2,14.3,2.0,73.0,2.4,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,2012.02
